regime,auc_gbm,auc_rafah,auc_diff,diff_lo,diff_hi,delong_z,delong_p,delong_q_bh,gbm_beats_rafah_fdr05
loso_species,0.9597516370715593,0.6011715139716438,0.3585801230999155,0.3198717372955824,0.3978184778936054,18.095891469300675,3.4334330643854766e-73,6.866866128770953e-73,True
host_cluster,0.9536452027845037,0.5752260517554477,0.378419151029056,0.342050813191853,0.41473458286958176,20.515620721661495,1.5616250094735569e-93,6.246500037894227e-93,True
phage_cluster,0.853132318501171,0.7798302107728337,0.07330210772833734,0.010291123023267644,0.13744060264505303,2.2654044415273837,0.023487872033834598,0.023487872033834598,True
combined_unseen,0.780350601779173,0.4308281004709573,0.3495225013082157,0.2732318269658106,0.4248342549231999,9.158649085522082,5.255103179780228e-20,7.006804239706971e-20,True
